Rank,Corridor Name,Road Type,Number of Links,Total Passenger Count Equivalent,Total DAC-Originating Passenger Count Equivalent,avg_composite,p75_composite,Share of Passenger Count Equivalent Originating from DACs ,pct_dac_pce,pct_dac_share,Corridor Composite DAC Score
226,Winnetka Avenue,secondary,72,42122,29410,61.23644430429912,81.01042458464545,70%,97.83261087,84.72824274758253,91.28
227,"['Atlantic Boulevard', 'Atlantic Avenue']",primary,1,4802,4252,92.65977263045347,92.65977263045347,89%,91.43047682560854,91.11926197621429,91.27
228,Loveland Street,tertiary,10,3384,3156,66.01267990343895,83.98201592088007,93%,89.72990996998999,92.80871401578304,91.27
229,Excelsior Drive,secondary,55,14569,11113,74.65395284485305,83.02434073690453,76%,95.69856618872957,86.81782816494386,91.26
230,Crescent Heights Street,unclassified,14,8672,7061,76.70009570188743,84.65568799752751,81%,94.00911414916084,88.49616538846283,91.25
231,Firestone Boulevard,tertiary,7,6052,5142,81.96956154932049,93.81520586048765,85%,92.63087695898633,89.87440257863733,91.25
232,Atlantic Avenue,secondary,141,58836,39861,66.13298638035077,79.46929007576202,68%,98.36612204068022,84.12804268089363,91.25
233,Florence Avenue,primary,173,193254,125549,74.08894246310459,87.65776790263706,65%,99.39979993,83.08324997221295,91.24
234,Chase Street,tertiary,89,29799,21264,58.96123423,81.48237092476424,71%,97.26575525175059,85.20617983772368,91.24
235,Lakewood Boulevard,primary,131,134139,87929,78.91840438969078,88.18672369003568,66%,99.21084806,83.24997221295988,91.23
236,95th Street East,residential,22,4939,4345,61.773390579449874,89.17530509451457,88%,91.57496943425586,90.88585083916861,91.23
237,Orange Avenue,tertiary,158,38377,26667,59.55707198928951,76.72500563829698,69%,97.71034789374235,84.63932421918418,91.17
238,Blythe Street,residential,12,12695,9766,81.42602275922941,94.30260531085811,77%,95.29843281093699,87.00678003779038,91.15
239,Ohio Street,residential,6,3067,2885,78.36950893,93.08421109783907,94%,89.04079137490275,93.25330665777481,91.15
240,Sylvan Street,residential,32,10224,8105,65.27735722579082,72.39860462590943,79%,94.57596976770034,87.71812826497721,91.15
241,Acacia Street,residential,6,3592,3304,79.37072429145401,92.88718394213018,92%,89.98555073913526,92.28631766144271,91.14
242,East 153rd Street,residential,6,3483,3216,78.94388433,93.54602938596858,92%,89.85217294653773,92.38635100589086,91.12
243,East 220th Street,tertiary,26,5537,4750,70.09448886187361,87.93467093228196,86%,92.13071023674559,90.09669889963321,91.11
244,Shoreline Drive,motorway,12,31353,21989,90.46062798098849,94.23181335984029,70%,97.36578859619873,84.86162054018006,91.11
245,East Windsor Road,residential,14,2390,2318,68.37673131516111,69.95894484492595,97%,87.37912637545848,94.84272535289541,91.11
246,West Martin Luther King Junior Boulevard,primary,117,79770,52702,75.07959654709907,86.52927320263622,66%,98.76625541847282,83.43892408580638,91.10
247,Antwerp Street,residential,4,2797,2655,81.26038908425704,93.39196814153378,95%,88.46837834833833,93.68678448371679,91.08
248,Yorkshire Drive,residential,2,2161,2125,83.04699833774652,89.47157671842763,98%,86.5677448,95.55407358008226,91.06
249,Brunswick Avenue,tertiary,23,13583,10286,70.43750098,93.66756600983987,76%,95.48738468378349,86.62887629209737,91.06
250,Lanark Street,tertiary,41,9580,7603,78.80494385437854,83.21708696342208,79%,94.35367344670446,87.75147271,91.05
251,South Highland Avenue,residential,6,2095,2077,84.70817288549942,89.06546271623913,99%,86.35100589,95.75414026897855,91.05
252,Foster Road,secondary,18,3133,2930,75.75149449674372,79.00152025192746,94%,89.14082472,92.94209180838057,91.04
253,Canterbury Avenue,residential,19,4726,4148,61.56799390492403,73.6271791,88%,91.29709903301101,90.78581749472046,91.04
254,Rimgrove Drive,residential,4,2088,2060,78.15734189797607,93.56607666413292,99%,86.27320217850395,95.68745137267977,90.98
255,Macdevitt Street,residential,4,3060,2862,84.23605252386878,94.49535153737564,94%,89.00188951872846,92.95320662443036,90.98
256,Crewe Street,residential,8,2489,2386,73.82196138,86.69487207330621,96%,87.66255418472825,94.27586973,90.97
257,Devenir Avenue,residential,8,1996,1992,73.80645605887219,90.41865399233193,100%,85.99533177725908,95.93197732577526,90.96
258,Studebaker Road,primary,8,20164,14584,88.41189012420959,90.30797631079965,72%,96.44325886,85.48405023896855,90.96
259,Beagle Street,residential,4,2422,2328,76.81939490632075,93.96743988,96%,87.44581527175725,94.45926419917751,90.95
260,Stadium Way,secondary,5,1584,1584,76.74031257047872,92.51087982492044,100%,83.89463154384795,97.98821829498722,90.94
261,Arminta Street,residential,49,13091,9858,58.13995778820562,86.71700760961266,75%,95.36512170723574,86.47326886740025,90.92
262,South Wilmington Avenue,secondary,68,27413,19159,70.13737729026641,86.74791383011602,70%,97.08791819495387,84.73935756363232,90.91
263,Baldwin Park Boulevard,secondary,86,93280,59840,79.28973872685408,87.62205868840682,64%,98.91074802712015,82.90541291541625,90.91
264,Forbes Avenue,tertiary,12,6333,5245,75.91143767,87.08997051379504,83%,92.69756585528509,89.11859508725131,90.91
265,East 7th Street,residential,10,3438,3140,76.34166409114829,92.09782236,91%,89.65210625764144,92.15293986884518,90.90
266,Imperial Highway,primary,373,397998,243143,71.68417414518748,85.93850497,61%,99.77770367900412,81.99399799933312,90.89
267,Lynwood Road,residential,6,2091,2054,77.20478294644872,87.89849185996977,98%,86.22318550627988,95.49849949983327,90.86
268,North Eastern Avenue,secondary,107,53761,35622,73.77058193079802,82.10947484484242,66%,98.16605535178394,83.51672779815495,90.84
269,Budlong Avenue,residential,20,8257,6604,73.74260757,90.98895729094448,80%,93.72012893186617,87.92930976992331,90.82
270,Tweedy Boulevard,secondary,99,35437,24084,73.65744618432207,77.06152843789938,68%,97.47693675669667,84.17250195,90.82
271,Gridley Road,tertiary,32,16293,11922,64.22949539330254,80.47019220327941,73%,95.95420695787485,85.68411692786484,90.82
272,Frazier Street,tertiary,37,10353,7985,70.58476194647332,77.49358905,77%,94.49816605535179,87.10681338223853,90.80
273,Foster Road,tertiary,30,6042,5024,67.46535579742225,70.20306222,83%,92.41969545404024,89.17416916750027,90.80
274,South Grand Avenue,tertiary,8,8727,6898,82.50240671750879,86.31350393010183,79%,93.95354006891185,87.62920973657886,90.79
275,Peoria Street,tertiary,22,11128,8508,79.35907750627047,88.82458213954575,76%,94.68711792819829,86.85117261309325,90.77
276,South Castlegate Avenue,residential,16,2038,2001,68.33297484901894,73.23563069572408,98%,86.02867622540847,95.46515505,90.75
277,East 4th Street,residential,28,6897,5613,67.37625429733694,68.07032418119398,81%,93.00878070467934,88.45170612426364,90.73
278,Puente Avenue,tertiary,9,4165,3663,73.97819208819318,90.33804722804616,88%,90.56352117372457,90.85250639101923,90.71
279,King Avenue,residential,20,3499,3141,72.38345431308838,77.11023705906429,90%,89.66322107369123,91.71946204290319,90.69
280,Sadler Avenue,tertiary,16,1979,1946,61.82429187166401,67.67282424384172,98%,85.82860953651218,95.54295876403246,90.69
281,Venice Way,residential,10,2945,2740,77.51833490648781,90.51053735058514,93%,88.65177281315995,92.70868067133489,90.68
282,Colorado Street Freeway Extension,motorway,8,52888,34627,88.09494474468956,97.13647602262002,65%,98.12159608758475,83.23885739691008,90.68
283,Elba Street,residential,4,2470,2349,79.26239590033161,91.34317807830132,95%,87.55140602423029,93.78681782816494,90.67
284,South San Pedro Street,tertiary,170,11324,8566,66.37680825,72.24203747,76%,94.73157719239747,86.59553184394798,90.66
285,Stagg Street,residential,53,8887,6916,64.68011194954894,65.70036001570371,78%,93.98688451706124,87.32910970323441,90.66
286,East 126th Street,residential,2,2270,2184,81.82338347937218,88.88472397403876,96%,86.81782816494386,94.48705123930199,90.65
287,West Spruce Avenue,residential,4,1468,1468,88.81487173918492,88.81487173918492,100%,83.27775925308435,97.98821829498722,90.63
288,West 136th Street,residential,15,4298,3747,59.98865379742782,77.51217454496856,87%,90.70245637434701,90.54129154162499,90.62
289,North Inglewood Avenue,residential,10,2218,2137,73.36176148750805,85.97891277,96%,86.61776147604758,94.59819939979994,90.61
290,West 156th Street,residential,36,5826,4807,59.992216597846955,70.23271549,83%,92.19739913304434,89.00744692675336,90.60
291,West Alondra Boulevard,secondary,57,19556,13693,73.95200215596167,80.00304885688749,70%,96.36545515171724,84.83939090808047,90.60
292,North Hobart Boulevard,residential,18,5238,4409,73.73605855661454,81.69307617,84%,91.68611759,89.50761364899411,90.60
293,Alameda Street,primary,8,4300,3742,84.13568561691322,85.44677238821554,87%,90.68022674224741,90.47460264532621,90.58
294,Magnolia Avenue,tertiary,38,6076,4988,64.38737869967902,72.36587117953172,82%,92.38635100589086,88.72957653,90.56
295,South Lake Street,tertiary,24,13884,10107,77.65229666630471,91.94955604,73%,95.44292542,85.65077247971547,90.55
296,Puritan Street,residential,5,1864,1844,75.42771703266871,93.07909486539089,99%,85.35067244637101,95.69856618872957,90.52
297,Bassett Street,residential,18,6521,5273,70.22860857967818,81.56339534067844,81%,92.71979548738469,88.31832833166611,90.52
298,Cherry Avenue,secondary,98,147831,89390,79.69467279381493,88.65115230084282,60%,99.22196288,81.81616094,90.52
299,South Aprilia Avenue,residential,18,2040,1986,78.51191652907366,82.67591486589205,97%,85.96198733,95.07613648994109,90.52
300,Industrial Avenue,residential,12,7672,6066,69.14779577,76.32708805,79%,93.38112704234744,87.65143936867845,90.52
301,Lowemont Street,residential,2,2296,2192,85.15405080314409,90.51570578948689,95%,86.87340224519285,94.04245859731022,90.46
302,South 6th Street,residential,7,2745,2555,72.77642273027223,84.65266002322143,93%,88.17939313104368,92.71979548738469,90.45
303,East Washington Boulevard,primary,106,75840,47187,74.27072509523639,80.37935297409726,62%,98.61064799,82.28298321662777,90.45
304,Fairmont Avenue,tertiary,2,1410,1410,92.09030463509778,92.09030463509778,100%,82.90541291541625,97.98821829498722,90.45
305,Louise Street,residential,16,4668,3972,78.69942760844324,88.70497715445593,85%,90.95253973546737,89.94109147493609,90.45
306,East 215th Place,residential,4,7529,5951,88.31186255920213,95.67448649732285,79%,93.25886406579971,87.61809492052906,90.44
307,Alexander Avenue,tertiary,16,3154,2858,72.38929882556363,77.83214789879466,91%,88.97410247860398,91.89729909969991,90.44
308,West Roosevelt Avenue,residential,4,2730,2544,84.65266002322143,93.9271365,93%,88.14049127,92.73091030343448,90.44
309,South Broadway,secondary,246,92583,56549,65.48465822956048,79.88861231069941,61%,98.86628876292097,81.98288318328332,90.42
310,San Antonio Drive,primary,8,5976,4872,70.78500755949447,91.10443796620363,82%,92.26408802934311,88.51839502056241,90.39
311,South Bluff Road,tertiary,16,5721,4691,77.80574448491025,88.17482062,82%,92.07513615649661,88.69623207735911,90.39
312,Pacific Boulevard,primary,63,52981,33605,74.40356364235178,86.96968684480902,63%,98.05490719128599,82.68311659442035,90.37
313,"['Eastern Avenue', 'South Eastern Avenue']",secondary,2,8851,6773,76.50229290744005,83.99151749542673,77%,93.85350672446371,86.87340224519285,90.36
314,Huntington Drive South,tertiary,18,6536,5231,64.66726390849531,76.80817051880686,80%,92.67533622318551,88.04045793042125,90.36
315,Wilmington Avenue,secondary,128,60603,37841,75.39243102,83.34447071,62%,98.26608869623207,82.41636101,90.34
316,East 120th Street,tertiary,21,2476,2328,75.75242924086447,86.59296507597084,94%,87.44581527175725,93.21996220962544,90.33
317,96th Street East,tertiary,16,3592,3160,61.773390579449874,89.17530509451457,88%,89.74102478603979,90.88585083916861,90.31
318,West Zane Street,residential,2,2042,1974,73.53665310691046,84.66075202352215,97%,85.92308547293543,94.68711792819829,90.31
319,Flory Street,residential,2,2204,2110,81.62280628,88.74068636868616,96%,86.46771145937535,94.14249194175837,90.31
320,Somerset Street,residential,2,1906,1860,78.23711336,86.938624,98%,85.41736134266978,95.18728465043903,90.30
321,Denver Avenue,residential,16,2585,2412,66.33837508457445,65.72291320363858,93%,87.76258753,92.83094364788262,90.30
322,Sancroft Avenue,residential,4,3798,3312,70.98793404445485,95.29578088324968,87%,90.00778037123486,90.56907858174948,90.29
323,East Tamarack Avenue,residential,10,1988,1928,74.84945747053467,87.25671792644319,97%,85.72857619206403,94.83161053684562,90.28
324,South Alameda Street,trunk,56,70921,43588,79.18382518773441,89.84250357092142,61%,98.47727020117817,82.08291652773147,90.28
325,Concord Street,tertiary,18,3190,2854,68.35979156399398,79.93810402866762,89%,88.96298766255418,91.57496943425586,90.27
326,Garnet Street,residential,9,1818,1785,73.85336065703098,86.50504940818765,98%,85.05612982105146,95.47626986773369,90.27
327,Sam Gerry Drive,residential,6,2148,2059,65.96327171579642,88.42217479555953,96%,86.26208736245415,94.26475491830611,90.26
328,West 154th Street,residential,19,3536,3117,52.83639310778094,71.81122981698506,88%,89.55207291319329,90.97476936756696,90.26
329,Water Street,residential,6,6087,4899,89.16653441031765,92.66123441115298,80%,92.33077692564187,88.15160609,90.24
330,East Nelson Avenue,tertiary,36,2796,2568,60.485985235550885,73.50621674,92%,88.22940980326776,92.25297321329332,90.24
331,South Redondo Boulevard,tertiary,44,6711,5319,63.89603853633607,80.00304885688749,79%,92.76425475158386,87.70701344892741,90.24
332,Stimson Avenue,tertiary,26,6083,4890,55.231223185962286,78.2180058,80%,92.31966210959209,88.12937646,90.22
333,South Pacific Avenue,secondary,20,27156,17955,83.94962703709582,86.89826841634856,66%,96.95454040235634,83.49449816605535,90.22
334,Maine Avenue,tertiary,17,2636,2441,66.64431411529839,71.40401947927194,93%,87.90708013782373,92.53084361453818,90.22
335,East Artesia Boulevard,trunk,3,2482,2324,84.76149307672817,90.52160511873836,94%,87.41247082360786,93.00878070467934,90.21
336,West Hyde Park Boulevard,residential,4,6697,5306,85.96330303966855,95.86801582064369,79%,92.74202511948427,87.67366900077803,90.21
337,Hatteras Street,tertiary,30,22449,14996,73.76590905,92.97301135177126,67%,96.53217739246416,83.82794264754918,90.18
338,North Somerset Ranch Road,tertiary,2,1675,1673,91.56917982,92.19654476807804,100%,84.39479827,95.96532177392464,90.18
339,Bowman Boulevard,residential,8,2490,2328,74.26234891452341,89.82026362170787,93%,87.44581527175725,92.90874736023119,90.18
340,Etiwanda Avenue,residential,23,7774,5982,66.23632508695324,69.29550523317491,77%,93.30888073802377,87.02900966988997,90.17
341,South 2nd Avenue,residential,4,4936,4098,82.25993384398205,95.62885805691757,83%,91.18039346448816,89.14082472,90.16
342,Branford Street,secondary,31,20973,14102,74.17482142698358,83.21176190515966,67%,96.42102923196622,83.89463154384795,90.16
343,La Madera Avenue,residential,21,3955,3408,67.52205697802397,82.20741415170778,86%,90.13004334778259,90.18561742803156,90.16
344,West 92nd Street,tertiary,39,2049,1967,70.83022504140642,76.82346700969788,96%,85.90085584083583,94.38701789485384,90.14
345,Century Freeway,motorway,82,1296653,735715,81.01821225952179,90.13381558174694,57%,99.91108147160165,80.37123485606314,90.14
346,Elaine Avenue,residential,37,2926,2642,62.48414899191314,78.00813585,90%,88.42947649216406,91.81949538735134,90.12
347,West Willow Street,primary,58,32907,21251,74.22498259544852,84.18844024,65%,97.25464044,82.99433144,90.12
348,Winchell Street,residential,2,2224,2114,80.82362989383296,88.34339526,95%,86.48994109147493,93.75903078804045,90.12
349,Cully Avenue,residential,4,2224,2114,60.16778110042851,74.50492620095726,95%,86.48994109147493,93.75903078804045,90.12
350,Hoxie Avenue,primary,16,5047,4160,73.34483354,85.16370899705137,82%,91.31932866511059,88.92964321440479,90.12
351,Hazeltine Avenue,tertiary,69,16358,11262,65.09508595936335,79.34963288421861,69%,95.78748471712794,84.42814271423808,90.11
352,West 147th Street,tertiary,20,8979,6743,67.21955737280419,91.13680596740647,75%,93.82016227631432,86.39546515505168,90.11
353,Elm Avenue,tertiary,7,3157,2810,77.48866672474013,85.94915509075571,89%,88.85183950205624,91.34155829721018,90.10
354,Kittridge Street,tertiary,36,5915,4742,62.71128532,75.49784074108105,80%,92.11959542069579,88.07380237857063,90.10
355,East 92nd Street,tertiary,66,3207,2847,67.56228577951893,68.91110911566444,89%,88.94075803045459,91.24152495276203,90.09
356,Isora Street,residential,9,1955,1885,57.766742493640095,53.28984187709348,96%,85.49516505501835,94.63154384794932,90.06
357,Eastleigh Avenue,residential,2,1850,1798,71.09078075795418,83.33590885170861,97%,85.13393353340003,94.98721796154274,90.06
358,Lubec Street,residential,10,4234,3578,70.37745265918792,82.96242388299072,85%,90.44125819717684,89.67433588974103,90.06
